t_sec,mx_T,my_T,mz_T,qw,qx,qy,qz,heading_deg_level
1764190617.846637,1.070000000e-04,2.540000000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.844
1764190617.865166,1.077500000e-04,2.528750000e-04,2.560000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190617.885181,1.077500000e-04,2.528750000e-04,2.560000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190617.904952,1.077500000e-04,2.528750000e-04,2.560000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190617.925589,1.085000000e-04,2.532500000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.192
1764190617.946111,1.085000000e-04,2.532500000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.192
1764190617.963781,1.080625000e-04,2.532500000e-04,2.555625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190617.985471,1.080625000e-04,2.532500000e-04,2.555625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190618.006027,1.080625000e-04,2.532500000e-04,2.555625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190618.024890,1.080625000e-04,2.532500000e-04,2.560000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190618.046692,1.080625000e-04,2.532500000e-04,2.560000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190618.065652,1.077500000e-04,2.525625000e-04,2.560000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.104
1764190618.085727,1.077500000e-04,2.525625000e-04,2.560000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.104
1764190618.105438,1.077500000e-04,2.525625000e-04,2.560000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.104
1764190618.125615,1.077500000e-04,2.528750000e-04,2.571875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190618.146434,1.077500000e-04,2.528750000e-04,2.571875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190618.164949,1.077500000e-04,2.528750000e-04,2.555625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190618.185794,1.077500000e-04,2.528750000e-04,2.555625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190618.206407,1.077500000e-04,2.528750000e-04,2.555625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190618.225152,1.085000000e-04,2.528750000e-04,2.555625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.223
1764190618.246679,1.085000000e-04,2.528750000e-04,2.555625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.223
1764190618.264825,1.080625000e-04,2.535625000e-04,2.567500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.083
1764190618.286388,1.080625000e-04,2.535625000e-04,2.567500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.083
1764190618.305380,1.080625000e-04,2.535625000e-04,2.567500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.083
1764190618.326004,1.077500000e-04,2.528750000e-04,2.560000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190618.347036,1.077500000e-04,2.528750000e-04,2.560000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190618.364810,1.077500000e-04,2.521875000e-04,2.555625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.135
1764190618.385545,1.077500000e-04,2.521875000e-04,2.555625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.135
1764190618.406154,1.077500000e-04,2.521875000e-04,2.555625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.135
1764190618.425409,1.077500000e-04,2.528750000e-04,2.560000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190618.447403,1.077500000e-04,2.528750000e-04,2.560000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190618.464110,1.077500000e-04,2.528750000e-04,2.560000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190618.486015,1.080625000e-04,2.532500000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190618.505868,1.080625000e-04,2.532500000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190618.525749,1.077500000e-04,2.535625000e-04,2.555625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.023
1764190618.546951,1.077500000e-04,2.535625000e-04,2.555625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.023
1764190618.564672,1.077500000e-04,2.535625000e-04,2.555625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.023
1764190618.586648,1.085000000e-04,2.525625000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.248
1764190618.606262,1.085000000e-04,2.525625000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.248
1764190618.625896,1.073750000e-04,2.536875000e-04,2.552500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.941
1764190618.647332,1.073750000e-04,2.536875000e-04,2.552500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.941
1764190618.665291,1.077500000e-04,2.521875000e-04,2.548750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.135
1764190618.686428,1.077500000e-04,2.521875000e-04,2.548750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.135
1764190618.706149,1.077500000e-04,2.521875000e-04,2.548750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.135
1764190618.725064,1.073750000e-04,2.528750000e-04,2.555625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.007
1764190618.747445,1.073750000e-04,2.528750000e-04,2.555625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.007
1764190618.764559,1.073750000e-04,2.528750000e-04,2.555625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.007
1764190618.786196,1.085000000e-04,2.528750000e-04,2.555625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.223
1764190618.805979,1.085000000e-04,2.528750000e-04,2.555625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.223
1764190618.826174,1.080625000e-04,2.528750000e-04,2.571875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.139
1764190618.847410,1.080625000e-04,2.528750000e-04,2.571875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.139
1764190618.864325,1.080625000e-04,2.528750000e-04,2.571875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.139
1764190618.886397,1.085000000e-04,2.528750000e-04,2.555625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.223
1764190618.906375,1.085000000e-04,2.528750000e-04,2.555625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.223
1764190618.925348,1.080625000e-04,2.528750000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.139
1764190618.947947,1.080625000e-04,2.528750000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.139
1764190618.964463,1.080625000e-04,2.528750000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.139
1764190618.986136,1.077500000e-04,2.528750000e-04,2.560625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190619.005616,1.077500000e-04,2.528750000e-04,2.560625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190619.026228,1.077500000e-04,2.532500000e-04,2.565000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190619.047234,1.077500000e-04,2.532500000e-04,2.565000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190619.063738,1.077500000e-04,2.532500000e-04,2.565000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190619.086130,1.080625000e-04,2.528750000e-04,2.560625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.139
1764190619.105882,1.080625000e-04,2.528750000e-04,2.560625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.139
1764190619.125439,1.073750000e-04,2.532500000e-04,2.567500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.976
1764190619.147459,1.073750000e-04,2.532500000e-04,2.567500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.976
1764190619.164941,1.073750000e-04,2.532500000e-04,2.567500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.976
1764190619.185646,1.077500000e-04,2.528750000e-04,2.560000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190619.205827,1.077500000e-04,2.528750000e-04,2.560000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190619.225055,1.070000000e-04,2.535625000e-04,2.552500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.879
1764190619.248158,1.070000000e-04,2.535625000e-04,2.552500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.879
1764190619.262622,1.070000000e-04,2.535625000e-04,2.552500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.879
1764190619.285676,1.085000000e-04,2.535625000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.166
1764190619.305937,1.085000000e-04,2.535625000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.166
1764190619.325637,1.077500000e-04,2.528750000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190619.347945,1.077500000e-04,2.528750000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190619.363723,1.077500000e-04,2.528750000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190619.385767,1.070625000e-04,2.532500000e-04,2.555625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.916
1764190619.405481,1.070625000e-04,2.532500000e-04,2.555625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.916
1764190619.425514,1.073750000e-04,2.532500000e-04,2.560625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.976
1764190619.448978,1.073750000e-04,2.532500000e-04,2.560625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.976
1764190619.463643,1.073750000e-04,2.532500000e-04,2.560625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.976
1764190619.486216,1.077500000e-04,2.525625000e-04,2.567500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.104
1764190619.507058,1.077500000e-04,2.525625000e-04,2.567500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.104
1764190619.523829,1.073750000e-04,2.535625000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.951
1764190619.548029,1.073750000e-04,2.535625000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.951
1764190619.563431,1.073750000e-04,2.535625000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.951
1764190619.586388,1.073750000e-04,2.540000000e-04,2.575625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.916
1764190619.606023,1.073750000e-04,2.540000000e-04,2.575625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.916
1764190619.624127,1.077500000e-04,2.532500000e-04,2.565000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190619.648127,1.077500000e-04,2.532500000e-04,2.565000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190619.664567,1.077500000e-04,2.532500000e-04,2.565000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190619.685934,1.077500000e-04,2.535625000e-04,2.571875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.023
1764190619.705307,1.077500000e-04,2.535625000e-04,2.571875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.023
1764190619.723442,1.073750000e-04,2.535625000e-04,2.560000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.951
1764190619.748573,1.073750000e-04,2.535625000e-04,2.560000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.951
1764190619.763892,1.073750000e-04,2.535625000e-04,2.560000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.951
1764190619.785935,1.080625000e-04,2.540000000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.047
1764190619.805019,1.080625000e-04,2.540000000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.047
1764190619.825241,1.077500000e-04,2.532500000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190619.848476,1.077500000e-04,2.532500000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190619.862905,1.077500000e-04,2.532500000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190619.885274,1.077500000e-04,2.532500000e-04,2.560000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190619.905791,1.077500000e-04,2.532500000e-04,2.560000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190619.925357,1.080625000e-04,2.532500000e-04,2.548750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190619.948682,1.080625000e-04,2.532500000e-04,2.548750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190619.963749,1.080625000e-04,2.532500000e-04,2.548750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190619.983357,1.077500000e-04,2.528750000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190620.005407,1.077500000e-04,2.528750000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190620.024706,1.080625000e-04,2.532500000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190620.048346,1.080625000e-04,2.532500000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190620.063508,1.080625000e-04,2.532500000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190620.084751,1.073750000e-04,2.535625000e-04,2.560000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.951
1764190620.103691,1.073750000e-04,2.535625000e-04,2.560000000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.951
1764190620.124164,1.077500000e-04,2.532500000e-04,2.556875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190620.147857,1.077500000e-04,2.532500000e-04,2.556875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190620.163364,1.077500000e-04,2.532500000e-04,2.556875000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.048
1764190620.184965,1.080625000e-04,2.528750000e-04,2.560625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.139
1764190620.203222,1.080625000e-04,2.528750000e-04,2.560625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.139
1764190620.223937,1.077500000e-04,2.528750000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190620.248480,1.077500000e-04,2.528750000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190620.263449,1.077500000e-04,2.528750000e-04,2.563750000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.079
1764190620.284384,1.080625000e-04,2.532500000e-04,2.555625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190620.303491,1.080625000e-04,2.532500000e-04,2.555625000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,23.108
1764190620.324020,1.070625000e-04,2.540000000e-04,2.567500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.856
1764190620.348175,1.070625000e-04,2.540000000e-04,2.567500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.856
1764190620.362913,1.070625000e-04,2.540000000e-04,2.567500000e-04,9.983727969e-01,6.042606033e-03,-5.670283843e-02,-1.831092737e-04,22.856
